Carimbo de data/hora,Nome do pesquisador,Local da pesquisa,Qual a sua idade?,Qual o gênero com o qual você se identifica?,Você se autodeclara em relação a raça/cor?,Em qual bairro você mora? Caso não esteja listado responder na próxima pergunta.,Bairro (Outro):,Qual sua atividade principal,Você possui alguma atividade secundária?,Existe um local seguro para guardar bicicleta no meu local de estudo,Por qual motivo você não usa bicicleta para ir para escola/faculdade/curso?,"Você utiliza bicicleta nos seus deslocamentos, mesmo que de forma secundária ou poucas vezes no mês?",Com que frequência você pedala,Você tem medo de acidentes quando pedala em Fortaleza?,O que precisa melhorar para que você pedale de forma mais confortável e segura em Fortaleza? (pode marcar várias),Seus destinos de trabalho/estudo/lazer ou outros são próximos de você? (Até 15min),Porque você escolhe andar de bicicleta? (Pode marcar várias),Você concorda com as seguintes afirmações? [Existem ciclovias ou ciclofaixas no meu bairro que são confortáveis de andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Existem ruas calmas no meu bairro que são confortáveis de andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Há uma alta taxa de criminalidade no meu bairro que me impede/prejudica a andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Há muito trânsito ou congestionamento no meu caminho para trabalho/estudo/outros que me impediria de andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [As ruas no meu caminho diário são mal conservadas]_ciclista,Você concorda com as seguintes afirmações? [Meus colegas de trabalho/estudo utilizam bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Quando criança aprendi ou fui incentivado a andar de bicleta]_ciclista,Porque você não anda mais de bicicleta? (Pode marcar várias),Você concorda com as seguintes afirmações? [Existem ciclovias ou ciclofaixas no meu bairro que são confortáveis de andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Existem ruas calmas no meu bairro que são confortáveis de andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Há uma alta taxa de criminalidade no meu bairro que me impede/prejudica a andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Há muito trânsito ou congestionamento no meu caminho para trabalho/estudo/outros que me impediria de andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [As ruas no meu caminho diário são mal conservadas]_nciclista,Você concorda com as seguintes afirmações? [Meus colegas de trabalho/estudo utilizam bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Possuo bicicleta em casa],Você concorda com as seguintes afirmações? [Tenho acesso a bicicleta de outra pessoa ou de bicicletas públicas],Você concorda com as seguintes afirmações? [Meus destinos de trabalho/estudo/outros são proximos da minha casa (15min)],Você concorda com as seguintes afirmações? [Tenho medo de sofrer um acidente de trânsito],Você concorda com as seguintes afirmações? [Quando criança aprendi ou fui incentivado a andar de bicleta]_nciclista,Qual meio de transporte você mais utiliza no dia a dia para suas atividades diárias? (Modo principal),"Você utiliza algum outro meio de transporte secundário? (se não, deixar em branco)",Você gostaria de mudar seu meio de transporte principal? Para qual modo?,Utilizo mais de um ônibus para realizar minha atividade principal trabalho/estudo/outros.,Um dos ônibus que eu pego nas minhas viagens diárias faz uma viagem de curta distância (15min).,Existem locais para guardar minha bicicleta ao longo do meu caminho para minha atividade diária trabalho/estudo/outros.,O que lhe impede de usar bicicleta integrando com o ônibus (usar bicicleta e ônibus) nos seus deslocamentos diários? (Pode marcar várias),Um caminho ou trecho totalmente separado da rua e dos veículos,"Uma rua residencial tranquila, sem ciclofaixa","Uma rua residencial tranquila, com ciclofaixa","Uma rua comercial de bairro, sem ciclofaixa ou ciclovia","Uma rua comercial de bairro, com ciclofaixa ou ciclovia","Uma importante rua da cidade com  2 faixas de tráfego por sentido e velocidades altas, sem ciclofaixa ou ciclovia","Uma importante rua da cidade com  2 faixas de tráfego por sentido e velocidades altas, com ciclofaixa","Uma importante rua da cidade com  2 faixas de tráfego por sentido e velocidades altas, com ciclovia","Uma rodovia, com 4 faixas por sentido e velocidades altas, sem ciclofaixa ou ciclovia.","Uma rodovia, com 4 faixas por sentido e velocidades altas, com ciclofaixa.","Uma rodovia, com 4 faixas por sentido e velocidades altas, com ciclovia.",Você gostaria de pedalar mais do que atualmente?,Você pedalou nos últimos 30 dias?,"Qual é a renda total do seu domicílio? Ou seja, a soma dos rendimentos de todos que moram na sua casa.",Você aprendeu ou foi estimulado a aprender a andar de bicicleta na infância?,SR,Tipo de ciclistas,Ciclista,no_sense
2024-08-02T12:48:40.811Z,Daniel,Parque do coco,26-30,Feminino,Branco (a),Papicu,,Não ocupado (a),Esporte,,,Utilizo raramente,,,,,,,,,,,,,Tenho medo de ser assaltado,Concordo,Concordo,Concordo,Concordo parcialmente,Discordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Dirigindo carro,Bicicleta,Não gostaria,,,,,5 - Muito confortável,2,2,1 - Muito desconfortável,4,1 - Muito desconfortável,2,4,1 - Muito desconfortável,2,5 - Muito confortável,4 - Concordo,Sim,Prefiro não responder,,SR 2,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-02T13:35:08.374Z,Sabrina Farias,Parque Cocó,26-30,Masculino,Pardo (a),Engenheiro Luciano Cavalcante,,Trabalho fixo,,,,Utilizo pouco (+/-1 vez por mês),Uma vez por semana,1 - Tenho muito medo,"Mais ciclovias e ciclofaixas, Ciclovias e ciclofaixas mais seguras, Menos obstáculos nas ciclovias e ciclofaixas (lixo, árvores, resíduos, etc.)",Não,"É mais rápido, Gosto de andar de bicicleta (é prazeroso)",Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,,,,,,,,,,,,,Ônibus Municipal ou Vans,,Motocicleta,Não,Discordo,Não sei,Tenho medo de sofrer um acidente andando de bicicleta,4,3,4,2,3,1 - Muito desconfortável,4,5 - Muito confortável,1 - Muito desconfortável,4,5 - Muito confortável,4 - Concordo,Sim,Entre 1 e 2 salários mínimos,,,Entusiasmado e confiante,Ciclista,FALSE
2024-08-02T13:43:20.526999Z,Daniel,Parque do coco,26-30,Masculino,Pardo (a),Panamericano,,Trabalho fixo,Trabalho fixo,,,Não utilizo,,,,,,,,,,,,,"Não tenho bicicleta, Não há um lugar seguro para guardar a minha bicicleta, Desrespeito dos motoristas e motociclistas com o ciclista",Concordo,Concordo parcialmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Concordo,A pé,Metrô ou VLT,Carro,,,,,1 - Muito desconfortável,3,2,1 - Muito desconfortável,3,1 - Muito desconfortável,3,5 - Muito confortável,1 - Muito desconfortável,2,,4 - Concordo,Sim,Entre 1 e 2 salários mínimos,,SR 11,De jeito nenhum,Não ciclista,TRUE
2024-08-02T13:45:57.040Z,Sabrina Farias,Parque Cocó,26-30,Feminino,Pardo (a),Edson Queiroz,,Trabalho intermitente,,,,Utilizo sempre,Mais de 2 vezes por semana,1 - Tenho muito medo,"Menos buracos nas ruas, Distância em relação aos carros, motos e outros meios, Segurança pública (em relação a assaltos)",Não,Gosto de andar de bicicleta (é prazeroso),Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,,,,,,,,,,,,,Uber moto,,Carro,,,,,5 - Muito confortável,3,4,1 - Muito desconfortável,3,1 - Muito desconfortável,3,5 - Muito confortável,1 - Muito desconfortável,4,5 - Muito confortável,5 - Concordo fortemente,Sim,Entre 1 e 2 salários mínimos,,SR 7,"Interessado, mas preocupado",Ciclista,FALSE
2024-08-02T14:01:14.929Z,Daniel,Parque do coco,36-40,Masculino,Preto (a),Varjota,,Trabalho fixo,,,,Utilizo sempre,5 ou mais vezes por semana,4 - Considero seguro,"Mais ciclovias e ciclofaixas, Local seguro para guardar a bicicleta",Sim,"É mais rápido, Gosto de andar de bicicleta (é prazeroso), Faço exercícios enquanto ando de bicicleta.",Concordo parcialmente,Concordo,Discordo,Discordo,Concordo parcialmente,Concordo parcialmente,Concordo,,,,,,,,,,,,,Uber carro,Bicicleta,Carro,,,,,5 - Muito confortável,2,4,1 - Muito desconfortável,2,1 - Muito desconfortável,2,3,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,2 - Discordo,Sim,Entre 1 e 2 salários mínimos,,SR 2,"Interessado, mas preocupado",Ciclista,FALSE
2024-08-02T14:21:15.786Z,Sabrina Farias,Parque Cocó,26-30,Feminino,Pardo (a),Messejana,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Não tenho bicicleta,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Uber moto,,Não gostaria,,,,,,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,4,1 - Muito desconfortável,1 - Muito desconfortável,3,1 - Discordo fortemente,Não,Entre 1 e 2 salários mínimos,,SR 6,,Não ciclista,TRUE
2024-08-02T14:54:10.195Z,Sabrina Farias,Parque Cocó,18 - 25,Feminino,Pardo (a),Cidade Dos Funcionários,,Estudo/Faculdade/Educação,,Não sei,Não tenho bicicleta,Utilizo pouco (+/-1 vez por mês),Uma vez por semana,2 - Tenho medo,"Ciclovias e ciclofaixas mais seguras, Segurança pública (em relação a assaltos)",Não,Gosto de andar de bicicleta (é prazeroso),Concordo,Concordo parcialmente,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,,,,,,,,,,,,,Ônibus Municipal ou Vans,,Não gostaria,Não,Discordo,Sim,Tenho medo de ser assaltado andando de bicicleta,5 - Muito confortável,4,4,3,3,3,3,5 - Muito confortável,2,2,4,4 - Concordo,Não,Entre 1 e 2 salários mínimos,,,"Interessado, mas preocupado",Ciclista,FALSE
2024-08-02T16:08:45.372Z,Sabrina Farias,Terminal Papicu,31-35,Masculino,Pardo (a),Jóquei Clube,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Desrespeito dos motoristas e motociclistas com o ciclista,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Ônibus Municipal ou Vans,,Motocicleta,Sim,Discordo fortemente,Sim,"Distância da viagem, Falta de estacionamento ou local para guardar a bicicleta",5 - Muito confortável,2,3,1 - Muito desconfortável,4,1 - Muito desconfortável,4,5 - Muito confortável,1 - Muito desconfortável,3,5 - Muito confortável,4 - Concordo,Não,Entre 1 e 2 salários mínimos,,SR 11,Entusiasmado e confiante,Não ciclista,FALSE
2024-08-02T16:10:25.932Z,Daniel,Terminal messejana,46-50,Masculino,Branco (a),Antônio Bezerra,,Não ocupado (a),,,,Utilizo pouco (+/-1 vez por mês),Uma vez por semana,4 - Considero seguro,"Mais ciclovias e ciclofaixas, Qualidade das ciclovias e ciclofaixas, Local seguro para guardar a bicicleta",Sim,"Gosto de andar de bicicleta (é prazeroso), Faço exercícios enquanto ando de bicicleta.",Discordo,Discordo,Discordo,Concordo,Discordo,Concordo,Concordo,,,,,,,,,,,,,Ônibus Municipal ou Vans,Uber carro,Carro,Sim,Discordo,Não,"Falta de estacionamento ou local para guardar a bicicleta, É muito quente em Fortaleza para andar de bicicleta",5 - Muito confortável,3,4,4,3,3,4,5 - Muito confortável,1 - Muito desconfortável,3,5 - Muito confortável,4 - Concordo,Não,Prefiro não responder,,SR 3,"Interessado, mas preocupado",Ciclista,FALSE
2024-08-02T16:13:27.729001Z,Sabrina Farias,Terminal Papicu,56-60,Masculino,Pardo (a),Mucuripe,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,"Tenho medo de sofrer um acidente andando de bicicleta, Desrespeito dos motoristas e motociclistas com o ciclista",Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo parcialmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo,Concordo totalmente,Concordo totalmente,Ônibus Municipal ou Vans,,Carro,Sim,Discordo fortemente,Não sei,Tenho medo de sofrer um acidente andando de bicicleta,4,2,2,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,3,1 - Muito desconfortável,1 - Muito desconfortável,3,1 - Discordo fortemente,Não,Entre 1 e 2 salários mínimos,,SR 2,De jeito nenhum,Não ciclista,FALSE
2024-08-02T16:16:02.714Z,Daniel,Terminal messejana,18 - 25,Feminino,Pardo (a),Genibaú,,Estudo/Faculdade/Educação,Esporte,Não,"Não tem onde estacionar, É muito longe, Tenho medo de ser assaltado andando de bicicleta, Tenho medo de sofrer um acidente indo de bicicleta, Meu caminho para escola/faculdade é muito quente, Não há ciclovias ou ciclofaixas no meu caminho para escola/faculdade, As ciclovias e ciclofaixas no meu caminho não são adequadas",Utilizo pouco (+/-1 vez por mês),Uma vez por semana,2 - Tenho medo,"Mais ciclovias e ciclofaixas, Ciclovias e ciclofaixas mais seguras, Conforto térmico (temperatura na rua), Opções de hidratação, Qualidade das ciclovias e ciclofaixas, Menos buracos nas ruas, Menos obstáculos nas ciclovias e ciclofaixas (lixo, árvores, resíduos, etc.), Distância em relação aos carros, motos e outros meios, Os carros e outros meios de transporte trafegassem/andassem mais devagar, Local seguro para guardar a bicicleta, Segurança pública (em relação a assaltos)",Não,"É mais barato, Qualidade do ônibus é muito ruim, Gosto de andar de bicicleta (é prazeroso), Faço exercícios enquanto ando de bicicleta., É bom pra minha saúde mental",Discordo,Discordo,Concordo,Concordo,Concordo,Concordo parcialmente,Concordo,,,,,,,,,,,,,Ônibus Municipal ou Vans,Uber carro,Carro,Sim,Discordo,Não,Distância da viagem,5 - Muito confortável,2,3,1 - Muito desconfortável,3,1 - Muito desconfortável,2,5 - Muito confortável,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,4 - Concordo,Sim,Menor que 1 salário mínimo,,SR 11,"Interessado, mas preocupado",Ciclista,FALSE
2024-08-02T16:19:39.976Z,Daniel,Messejana,31-35,Feminino,Branco (a),Antônio Bezerra,,Trabalho fixo,Estudo/Faculdade/Educação,,,Não utilizo,,,,,,,,,,,,,Problema de saude,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Ônibus Municipal ou Vans,Motocicleta,Carro,Sim,Discordo,Não,Distância da viagem,5 - Muito confortável,2,3,1 - Muito desconfortável,2,1 - Muito desconfortável,2,5 - Muito confortável,1 - Muito desconfortável,2,5 - Muito confortável,1 - Discordo fortemente,Não,Entre 1 e 2 salários mínimos,,SR 3,De jeito nenhum,Não ciclista,FALSE
2024-08-02T16:20:05.449Z,Sabrina Farias,Terminal Papicu,18 - 25,Masculino,Branco (a),Vicente Pinzon,,Trabalho fixo,Estudo/Faculdade/Educação,,,Não utilizo,,,,,,,,,,,,,Não sei andar de bicicleta,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Ônibus Municipal ou Vans,,Motocicleta,Não,Discordo fortemente,Não,Não sei andar de bicicleta,5 - Muito confortável,2,3,2,3,1 - Muito desconfortável,2,5 - Muito confortável,1 - Muito desconfortável,2,5 - Muito confortável,5 - Concordo fortemente,Não,Entre 1 e 2 salários mínimos,,SR 2,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-02T16:22:31.938Z,Daniel,Terminal messejana,46-50,Masculino,Pardo (a),Dom Lustosa,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Não tenho bicicleta,Concordo,Concordo,Concordo parcialmente,Concordo parcialmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Ônibus Municipal ou Vans,Ônibus Municipal ou Vans,,Sim,Discordo fortemente,Não,Distância da viagem,5 - Muito confortável,2,,1 - Muito desconfortável,3,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,2,2,5 - Muito confortável,2 - Discordo,Não,Entre 1 e 2 salários mínimos,,SR 11,De jeito nenhum,Não ciclista,TRUE
2024-08-02T16:25:25.822Z,Sabrina Farias,Terminal Papicu,46-50,Masculino,Pardo (a),Granja Portugal,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,"Tenho medo de sofrer um acidente andando de bicicleta, Desrespeito dos motoristas e motociclistas com o ciclista",Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Discordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Ônibus Municipal ou Vans,,Motocicleta,Sim,Discordo fortemente,Não sei,"Distância da viagem, Tenho medo de sofrer um acidente andando de bicicleta",4,4,4,3,3,1 - Muito desconfortável,1 - Muito desconfortável,3,1 - Muito desconfortável,1 - Muito desconfortável,3,2 - Discordo,Não,Entre 1 e 2 salários mínimos,,SR 5,De jeito nenhum,Não ciclista,FALSE
2024-08-02T16:28:38.167Z,Daniel,Terminal messejana,18 - 25,Masculino,Preto (a),Boa Vista / Castelão,,Trabalho fixo,Estudo/Faculdade/Educação,,,Utilizo pouco (+/-1 vez por mês),Uma vez por semana,4 - Considero seguro,"Mais ciclovias e ciclofaixas, Qualidade das ciclovias e ciclofaixas, Menos buracos nas ruas, Menos obstáculos nas ciclovias e ciclofaixas (lixo, árvores, resíduos, etc.), Segurança pública (em relação a assaltos)",Não,"Gosto de andar de bicicleta (é prazeroso), Faço exercícios enquanto ando de bicicleta., É bom pra minha saúde mental",Concordo,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Discordo,Concordo,,,,,,,,,,,,,Bicicleta,Ônibus Municipal ou Vans,Motocicleta,,,,,5 - Muito confortável,4,4,3,4,3,4,4,2,3,4,4 - Concordo,Sim,Menor que 1 salário mínimo,,,Entusiasmado e confiante,Ciclista,FALSE
2024-08-02T16:34:35.021Z,Daniel,Terminal messejana,18 - 25,Feminino,Branco (a),Vila Peri,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Não tenho bicicleta,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Discordo,Discordo,Concordo,Ônibus Municipal ou Vans,Uber moto,Motocicleta,Sim,Discordo,Não,Distância da viagem,5 - Muito confortável,2,1 - Muito desconfortável,2,1 - Muito desconfortável,1 - Muito desconfortável,3,5 - Muito confortável,2,2,5 - Muito confortável,2 - Discordo,Não,Entre 1 e 2 salários mínimos,,SR 4,De jeito nenhum,Não ciclista,TRUE
2024-08-02T16:40:08.961Z,Daniel,Terminal papicu,26-30,Masculino,Preto (a),Barra Do Ceará,,Trabalho fixo,,,,Utilizo pouco (+/-1 vez por mês),5 ou mais vezes por semana,2 - Tenho medo,"Mais ciclovias e ciclofaixas, Ciclovias e ciclofaixas mais seguras, Qualidade das ciclovias e ciclofaixas, Menos buracos nas ruas, Menos obstáculos nas ciclovias e ciclofaixas (lixo, árvores, resíduos, etc.), Distância em relação aos carros, motos e outros meios, Local seguro para guardar a bicicleta, Segurança pública (em relação a assaltos)",Não,"É mais rápido, É mais barato, Qualidade do ônibus é muito ruim, Gosto de andar de bicicleta (é prazeroso), Faço exercícios enquanto ando de bicicleta., É bom pra minha saúde mental",Discordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,,,,,,,,,,,,,Ônibus Municipal ou Vans,Uber carro,,Sim,Discordo,Não,Distância da viagem,,,,,,,,,,,,,,Prefiro não responder,,,,Ciclista,TRUE
2024-08-02T16:46:05.205Z,Daniel,Terminal papicu,26-30,Masculino,Indígena (a),Bom Jardim,,Trabalho fixo,,,,Utilizo pouco (+/-1 vez por mês),Mais de 2 vezes por semana,"3 - Nem seguro, nem inseguro","Mais ciclovias e ciclofaixas, Ciclovias e ciclofaixas mais seguras, Conforto térmico (temperatura na rua), Opções de hidratação, Qualidade das ciclovias e ciclofaixas, Menos buracos nas ruas, Menos obstáculos nas ciclovias e ciclofaixas (lixo, árvores, resíduos, etc.), Distância em relação aos carros, motos e outros meios, Os carros e outros meios de transporte trafegassem/andassem mais devagar, Local seguro para guardar a bicicleta, Segurança pública (em relação a assaltos)",Não,"Não tenho outra opção, É mais rápido",Discordo totalmente,Discordo totalmente,Concordo,Discordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,,,,,,,,,,,,,Ônibus Municipal ou Vans,Uber carro,Carro,Sim,Discordo,Não,"Distância da viagem, Falta de estacionamento ou local para guardar a bicicleta, Má qualidade do estacionamento / dificuldade de usar.",5 - Muito confortável,3,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,4 - Concordo,Sim,Entre 2 e 3 salários mínimos,,SR 5,"Interessado, mas preocupado",Ciclista,FALSE
2024-08-02T16:56:56.649Z,Daniel,Terminal papicu,36-40,Feminino,Amarelo (a),Praia Do Futuro Ii,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Não gosto de andar de bicicleta,Concordo,Concordo,Concordo,Concordo,Concordo parcialmente,Concordo parcialmente,Concordo,Discordo,Discordo,Concordo,Concordo,Ônibus Municipal ou Vans,Uber moto,Motocicleta,Sim,Concordo,Não,Distância da viagem,5 - Muito confortável,2,3,1 - Muito desconfortável,3,1 - Muito desconfortável,3,2,1 - Muito desconfortável,3,4,4 - Concordo,Não,Entre 1 e 2 salários mínimos,,,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-02T16:59:59.664Z,Sabrina Farias,Terminal Papicu,36-40,Feminino,Pardo (a),Vicente Pinzon,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Não sei andar de bicicleta,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Ônibus Municipal ou Vans,,Bicicleta,Sim,Discordo fortemente,Sim,Não sei andar de bicicleta,5 - Muito confortável,2,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,5 - Concordo fortemente,Não,Entre 1 e 2 salários mínimos,,SR 2,Entusiasmado e confiante,Não ciclista,FALSE
2024-08-02T17:10:11.543Z,Sabrina Farias,Terminal Papicu,41-45,Masculino,Pardo (a),Granja Portugal,,Trabalho intermitente,,,,Não utilizo,,,,,,,,,,,,,Não tenho bicicleta,Discordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Ônibus Municipal ou Vans,,Motocicleta,Sim,Discordo fortemente,Sim,"Distância da viagem, Não tenho bicicleta",5 - Muito confortável,2,3,2,2,1 - Muito desconfortável,2,4,1 - Muito desconfortável,2,5 - Muito confortável,4 - Concordo,Não,Entre 2 e 3 salários mínimos,,SR 5,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-02T17:13:00.491Z,Daniel,Terminal,41-45,Feminino,Pardo (a),Vila Velha,,Trabalho fixo,,,,Utilizo pouco (+/-1 vez por mês),Pelo menos 1 vez por mês,2 - Tenho medo,"Ciclovias e ciclofaixas mais seguras, Qualidade das ciclovias e ciclofaixas, Menos buracos nas ruas, Menos obstáculos nas ciclovias e ciclofaixas (lixo, árvores, resíduos, etc.), Os carros e outros meios de transporte trafegassem/andassem mais devagar, Segurança pública (em relação a assaltos)",Não,Não tenho outra opção,Discordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,,,,,,,,,,,,,A pé,Uber moto,Carro,,,,,4,2,1 - Muito desconfortável,1 - Muito desconfortável,2,1 - Muito desconfortável,1 - Muito desconfortável,2,5 - Muito confortável,4,4,5 - Concordo fortemente,Não,Entre 1 e 2 salários mínimos,,SR 1,"Interessado, mas preocupado",Ciclista,TRUE
2024-08-02T17:31:04.717999Z,Sabrina Farias,Terminal Papicu,31-35,Masculino,Preto (a),Varjota,,Trabalho fixo,Estudo/Faculdade/Educação,,,Utilizo sempre,Uma vez por semana,4 - Considero seguro,"Mais ciclovias e ciclofaixas, Ciclovias e ciclofaixas mais seguras",Não,"Gosto de andar de bicicleta (é prazeroso), Faço exercícios enquanto ando de bicicleta., É bom pra minha saúde mental",Discordo totalmente,Concordo parcialmente,Discordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,,,,,,,,,,,,,Ônibus Municipal ou Vans,Uber moto,Não gostaria,Sim,Discordo fortemente,Sim,Distância da viagem,4,3,4,2,3,1 - Muito desconfortável,3,5 - Muito confortável,1 - Muito desconfortável,3,5 - Muito confortável,5 - Concordo fortemente,Sim,Entre 1 e 2 salários mínimos,,SR 2,"Interessado, mas preocupado",Ciclista,FALSE
2024-08-02T17:44:43.738Z,Daniel,Terminal papicu,< Menor de 18 anos,Feminino,Pardo (a),Vicente Pinzon,,Estudo/Faculdade/Educação,,Sim,Não sei andar de bicicleta,Não utilizo,,,,,,,,,,,,,Não sei andar de bicicleta,Discordo,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Ônibus Municipal ou Vans,Carona de carro,Carro,Não,Discordo,Não sei,Não sei andar de bicicleta,5 - Muito confortável,1 - Muito desconfortável,3,2,1 - Muito desconfortável,1 - Muito desconfortável,4,2,1 - Muito desconfortável,4,5 - Muito confortável,4 - Concordo,Não,Menor que 1 salário mínimo,,SR 2,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-02T17:52:53.372Z,Daniel,Terminal papicu,26-30,Masculino,Preto (a),Cidade 2000,,Trabalho fixo,Esporte,,,Não utilizo,,,,,,,,,,,,,Não tenho bicicleta,Concordo,Concordo,Concordo parcialmente,Discordo,Discordo,Concordo,Discordo totalmente,Discordo totalmente,Concordo,Discordo,Concordo,Ônibus Municipal ou Vans,Uber moto,Bicicleta,Sim,Concordo,Sim,Não tenho bicicleta,5 - Muito confortável,5 - Muito confortável,5 - Muito confortável,3,3,1 - Muito desconfortável,2,3,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,5 - Concordo fortemente,Não,Entre 1 e 2 salários mínimos,,SR 7,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-02T18:01:08.575Z,Sabrina Farias,Terminal Papicu,18 - 25,Feminino,Pardo (a),Centro,,Estudo/Faculdade/Educação,,Sim,É muito longe,Utilizo sempre,5 ou mais vezes por semana,1 - Tenho muito medo,"Ciclovias e ciclofaixas mais seguras, Segurança pública (em relação a assaltos)",Não,Faço exercícios enquanto ando de bicicleta.,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,,,,,,,,,,,,,Ônibus Municipal ou Vans,,Motocicleta,Sim,Discordo fortemente,Sim,Distância da viagem,5 - Muito confortável,3,3,3,4,3,4,5 - Muito confortável,1 - Muito desconfortável,3,5 - Muito confortável,4 - Concordo,Sim,Entre 1 e 2 salários mínimos,,SR 12,Entusiasmado e confiante,Ciclista,FALSE
